onehot__Age_ARCHAEAN,onehot__Age_ARCHAEAN- PALAEOPROTEROZOIC,onehot__Age_CENOZOIC,onehot__Age_PALAEOPROTEROZOIC,onehot__Lithology_ALKALI FELDSPAR GRANITE,onehot__Lithology_AMPHIBOLITE,onehot__Lithology_ANORTHOSITE GABBRO,onehot__Lithology_ARGILLITE,onehot__Lithology_BANDED FERRUGINOUS CHERT,onehot__Lithology_BANDED IRON FORMATION,onehot__Lithology_BASALTIC KOMATIITE,onehot__Lithology_BIOTITE GNEISS,onehot__Lithology_CARBONACEOUS PHYLLITE,onehot__Lithology_CHLORITE SCHIST,onehot__Lithology_CHLORITE SERICITE SCHIST,onehot__Lithology_CONGLOMERATE,onehot__Lithology_DIORITE,onehot__Lithology_DOLERITE,onehot__Lithology_DOLOMITE,onehot__Lithology_GNEISS,onehot__Lithology_GRANITE,onehot__Lithology_GRANITOID,onehot__Lithology_GRAYWACKE,onehot__Lithology_GREY BIOTITE GNEISS,onehot__Lithology_GREY BIOTITE GRANITE,onehot__Lithology_GREY GRANITE,onehot__Lithology_GREY HORNBLENDE BIOTITE GNEISS,onehot__Lithology_GREY HORNBLENDE BIOTITE GRANITE,onehot__Lithology_GREY HORNBLENDE GNEISS,onehot__Lithology_LATERITE,onehot__Lithology_MANGANIFEROUS PHYLLITE,onehot__Lithology_META-ANDESITE,onehot__Lithology_META-BASALT,onehot__Lithology_META-GABBRO,onehot__Lithology_META-RHYOLITE,onehot__Lithology_META-TUFF,onehot__Lithology_MIGMATITE GNEISS,onehot__Lithology_PHYLLITE,onehot__Lithology_PILLOWED METABASALT,onehot__Lithology_PINK BIOTITE GRANITE,onehot__Lithology_PINK GRANITE,onehot__Lithology_PINK HORNBLENDE BIOTITE GRANITE,onehot__Lithology_PINK HORNBLENDE GRANITE,onehot__Lithology_PINK PORPHYRITIC GRANITE,onehot__Lithology_QUARTZITE,onehot__Lithology_SILLIMANITE-KYANITE-STAUROLITE-GARNET SCHIST,onehot__Lithology_SYENITE,remainder__X,remainder__Y,remainder__Elevation,remainder__BA,remainder__Unnamed: 4,remainder__SiO2,remainder__Al2O3,remainder__Fe2O3,remainder__TiO2,remainder__CaO,remainder__MgO,remainder__MnO,remainder__Na2O,remainder__K2O,remainder__P2O5,remainder__LOI,remainder__Ba_ppm,remainder__Ga_ppm,remainder__Sc_ppm,remainder__V_ppm,remainder__Th_ppm,remainder__Pb_ppm,remainder__Ni_ppm,remainder__Co_ppm,remainder__Rb_ppm,remainder__Sr_ppm,remainder__Cr_ppm,remainder__Cu_ppm,remainder__Zn_ppm,remainder__Commodity
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9164,15.3812,405,-83,,53.46,9.67,4.77,0.72,8.64,2.63,0.12,0.41,0.81,0.22,0,386,14,10,99,7,12,55,14,58,231,95,31,49,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3838,13.8595,666,-95,,51.81,12.76,14.78,0.69,2.26,2.05,0.61,0.98,1,0.09,0,251.37,12.22,16.72,128.02,2,16.41,65.27,34.21,43.15,50.18,141.82,95.55,5,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3803,13.9082,666,-95,,51.81,12.76,14.78,0.69,2.26,2.05,0.61,0.98,1,0.09,0,251.37,12.22,16.72,128.02,2,16.41,65.27,34.21,43.15,50.18,141.82,95.55,5,MANGANESE
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6791,15.3612,444,-90,,55.06,12.41,7.51,1.25,6.78,2.55,0.14,0.76,1.29,0.27,0,319.4,7.7,12,134.2,7.4,10.3,34.9,26.8,26,110.1,116.9,39.7,18.7,MICA
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.1628,14.6755,664,-90,,56.67,15.95,8.311,0.72,1.84,2.26,0.12,0.62,1.48,0.07,0,401.8,10.1,15.2,125.4,6.8,14.1,86.1,23.3,63,97.2,135.6,48.6,39.2,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.192,14.6554,664,-90,,56.67,15.95,8.311,0.72,1.84,2.26,0.12,0.62,1.48,0.07,0,401.8,10.1,15.2,125.4,6.8,14.1,86.1,23.3,63,97.2,135.6,48.6,39.2,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2134,14.66,664,-90,,56.67,15.95,8.311,0.72,1.84,2.26,0.12,0.62,1.48,0.07,0,401.8,10.1,15.2,125.4,6.8,14.1,86.1,23.3,63,97.2,135.6,48.6,39.2,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.1519,14.6817,664,-90,,56.67,15.95,8.311,0.72,1.84,2.26,0.12,0.62,1.48,0.07,0,401.8,10.1,15.2,125.4,6.8,14.1,86.1,23.3,63,97.2,135.6,48.6,39.2,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0965,14.7274,664,-90,,56.67,15.95,8.311,0.72,1.84,2.26,0.12,0.62,1.48,0.07,0,401.8,10.1,15.2,125.4,6.8,14.1,86.1,23.3,63,97.2,135.6,48.6,39.2,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4527,13.8814,652,-89,,46.42,12.77,12.52,0.89,4.5,3.48,0.18,0.49,0.63,0.06,0,200.33,16.72,18.36,192.98,8.85,15.93,118.65,36.14,61.67,131.78,238.2,97.76,88.3,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5358,15.1653,604,-58,,45.31,12.95,12.07,0.82,8.1,4.17,0.16,0.5,0.85,0.13,14.46,276.4,8.9,25.5,174,4,12.9,124.7,29.6,50.3,91.1,332.8,77,61.7,IRON
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5718,15.1282,604,-58,,45.31,12.95,12.07,0.82,8.1,4.17,0.16,0.5,0.85,0.13,14.46,276.4,8.9,25.5,174,4,12.9,124.7,29.6,50.3,91.1,332.8,77,61.7,IRON
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5645,15.1358,604,-58,,45.31,12.95,12.07,0.82,8.1,4.17,0.16,0.5,0.85,0.13,14.46,276.4,8.9,25.5,174,4,12.9,124.7,29.6,50.3,91.1,332.8,77,61.7,IRON
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5574,15.1503,604,-58,,45.31,12.95,12.07,0.82,8.1,4.17,0.16,0.5,0.85,0.13,14.46,276.4,8.9,25.5,174,4,12.9,124.7,29.6,50.3,91.1,332.8,77,61.7,IRON
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5171,15.1826,604,-58,,45.31,12.95,12.07,0.82,8.1,4.17,0.16,0.5,0.85,0.13,14.46,276.4,8.9,25.5,174,4,12.9,124.7,29.6,50.3,91.1,332.8,77,61.7,IRON
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2228,14.1616,764,-81,,54.22,14.28,18.51,2.45,0.34,0.72,0.76,0.19,0.69,0.09,0,180,20,20,184,2,11,50,30,20,28,196,48,39,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2265,14.2032,764,-81,,54.22,14.28,18.51,2.45,0.34,0.72,0.76,0.19,0.69,0.09,0,180,20,20,184,2,11,50,30,20,28,196,48,39,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.1953,14.1555,764,-81,,54.22,14.28,18.51,2.45,0.34,0.72,0.76,0.19,0.69,0.09,0,180,20,20,184,2,11,50,30,20,28,196,48,39,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2062,14.1583,764,-81,,54.22,14.28,18.51,2.45,0.34,0.72,0.76,0.19,0.69,0.09,0,180,20,20,184,2,11,50,30,20,28,196,48,39,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2393,14.2196,764,-81,,54.22,14.28,18.51,2.45,0.34,0.72,0.76,0.19,0.69,0.09,0,180,20,20,184,2,11,50,30,20,28,196,48,39,MANGANESE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2308,14.2151,764,-81,,54.22,14.28,18.51,2.45,0.34,0.72,0.76,0.19,0.69,0.09,0,180,20,20,184,2,11,50,30,20,28,196,48,39,MANGANESE
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5836,15.375,413,-85,,61.31,14.72,4.18,0.55,1.98,1.23,0.05,1.29,3.18,0.28,10.525273,644.5,9.3,9.8,63.8,22.1,19.5,22.1,8.1,145.3,145.2,45.9,19,53,GALENA
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.8413,15.6277,399,-96,,62.07,11.04,5.26,0.78,4.85,1.77,0.12,0.95,1.31,0.18,0,396.8,14.1,14.5,98.3,9.4,16,54.8,21.4,67.9,204.9,118.7,30.1,32.6,MOLYBDENUM
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.7527,15.6093,399,-96,,62.07,11.04,5.26,0.78,4.85,1.77,0.12,0.95,1.31,0.18,0,396.8,14.1,14.5,98.3,9.4,16,54.8,21.4,67.9,204.9,118.7,30.1,32.6,MOLYBDENUM
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.8599,15.4001,416,-86,,57.69,10.9,3.1,0.74,8.09,1.4,0.08,2.42,1.95,0.14,0,359.3,5.7,14.8,71.9,10.4,12.8,22,12.1,94.8,158.6,70,19.5,17.1,GOLD
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.9058,15.3628,416,-86,,57.69,10.9,3.1,0.74,8.09,1.4,0.08,2.42,1.95,0.14,0,359.3,5.7,14.8,71.9,10.4,12.8,22,12.1,94.8,158.6,70,19.5,17.1,GOLD
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.9137,15.3448,416,-86,,57.69,10.9,3.1,0.74,8.09,1.4,0.08,2.42,1.95,0.14,0,359.3,5.7,14.8,71.9,10.4,12.8,22,12.1,94.8,158.6,70,19.5,17.1,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.3795,14.3748,706,-71,,47.97,16.68,12.42,1.16,3.71,2.5,0.21,0.38,0.33,0.07,14.032807,207.5,15.9,28.1,244.9,2,15.3,123.6,47.8,25,96.4,212.6,93.2,53.8,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.3461,14.4508,706,-71,,47.97,16.68,12.42,1.16,3.71,2.5,0.21,0.38,0.33,0.07,14.032807,207.5,15.9,28.1,244.9,2,15.3,123.6,47.8,25,96.4,212.6,93.2,53.8,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.341,14.4587,706,-71,,47.97,16.68,12.42,1.16,3.71,2.5,0.21,0.38,0.33,0.07,14.032807,207.5,15.9,28.1,244.9,2,15.3,123.6,47.8,25,96.4,212.6,93.2,53.8,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.3359,14.4657,706,-71,,47.97,16.68,12.42,1.16,3.71,2.5,0.21,0.38,0.33,0.07,14.032807,207.5,15.9,28.1,244.9,2,15.3,123.6,47.8,25,96.4,212.6,93.2,53.8,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.3313,14.4759,706,-71,,47.97,16.68,12.42,1.16,3.71,2.5,0.21,0.38,0.33,0.07,14.032807,207.5,15.9,28.1,244.9,2,15.3,123.6,47.8,25,96.4,212.6,93.2,53.8,GOLD
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.3286,14.4837,706,-71,,47.97,16.68,12.42,1.16,3.71,2.5,0.21,0.38,0.33,0.07,14.032807,207.5,15.9,28.1,244.9,2,15.3,123.6,47.8,25,96.4,212.6,93.2,53.8,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4063,14.375,721,-65,,54.75,12.54,5.93,0.92,6.89,2.39,0.16,0.38,0.9,0.1,14.625647,362.2,10.6,18.4,117.5,6.8,15.9,64.7,27.1,49.7,127.6,84.1,41.9,41.1,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3498,14.4495,721,-65,,54.75,12.54,5.93,0.92,6.89,2.39,0.16,0.38,0.9,0.1,14.625647,362.2,10.6,18.4,117.5,6.8,15.9,64.7,27.1,49.7,127.6,84.1,41.9,41.1,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3612,14.45,721,-65,,54.75,12.54,5.93,0.92,6.89,2.39,0.16,0.38,0.9,0.1,14.625647,362.2,10.6,18.4,117.5,6.8,15.9,64.7,27.1,49.7,127.6,84.1,41.9,41.1,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4408,14.403,721,-65,,54.75,12.54,5.93,0.92,6.89,2.39,0.16,0.38,0.9,0.1,14.625647,362.2,10.6,18.4,117.5,6.8,15.9,64.7,27.1,49.7,127.6,84.1,41.9,41.1,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3442,14.4597,721,-65,,54.75,12.54,5.93,0.92,6.89,2.39,0.16,0.38,0.9,0.1,14.625647,362.2,10.6,18.4,117.5,6.8,15.9,64.7,27.1,49.7,127.6,84.1,41.9,41.1,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3353,14.4684,721,-65,,54.75,12.54,5.93,0.92,6.89,2.39,0.16,0.38,0.9,0.1,14.625647,362.2,10.6,18.4,117.5,6.8,15.9,64.7,27.1,49.7,127.6,84.1,41.9,41.1,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3338,14.4747,721,-65,,54.75,12.54,5.93,0.92,6.89,2.39,0.16,0.38,0.9,0.1,14.625647,362.2,10.6,18.4,117.5,6.8,15.9,64.7,27.1,49.7,127.6,84.1,41.9,41.1,GOLD
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3374,14.4872,721,-65,,54.75,12.54,5.93,0.92,6.89,2.39,0.16,0.38,0.9,0.1,14.625647,362.2,10.6,18.4,117.5,6.8,15.9,64.7,27.1,49.7,127.6,84.1,41.9,41.1,GOLD
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3675,15.125,503,-64,,66.45,16.25,3.42,0.4,1.69,0.69,0.05,2.45,3.01,0.1,0,637.2,12.3,9.9,45.4,8.1,22.9,21.9,7.1,99.4,160.5,45.3,15.8,19.2,CORUNDUM
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4841,15.0243,503,-64,,66.45,16.25,3.42,0.4,1.69,0.69,0.05,2.45,3.01,0.1,0,637.2,12.3,9.9,45.4,8.1,22.9,21.9,7.1,99.4,160.5,45.3,15.8,19.2,CORUNDUM
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4777,15.034,503,-64,,66.45,16.25,3.42,0.4,1.69,0.69,0.05,2.45,3.01,0.1,0,637.2,12.3,9.9,45.4,8.1,22.9,21.9,7.1,99.4,160.5,45.3,15.8,19.2,CORUNDUM
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3532,15.2423,503,-64,,66.45,16.25,3.42,0.4,1.69,0.69,0.05,2.45,3.01,0.1,0,637.2,12.3,9.9,45.4,8.1,22.9,21.9,7.1,99.4,160.5,45.3,15.8,19.2,CORUNDUM
